NAME,SYMBOL,PRICE,QUANTITY,MARKET_CAP,MARKET_CAP_PERCENTAGE
CITY HOUSING & REAL ESTATE CO. PLC,CHOU.N0000,9.5,13379850,127108575,0.00493556563824389242186432083
OFFICE EQUIPMENT PLC,OFEQ.N0000,89.8,833560,74853688,0.00290653317755021005665271796
HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,38.4,1800000,69120000,0.00268389679386632919296956838
RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,27.9,2400000,66960000,0.00260002501905800640568926937
PARAGON CEYLON PLC,PARA.N0000,56.8,1000280,56815904,0.00220613458602744716811568970
KALAMAZOO SYSTEMS PLC,KZOO.N0000,975,50000,48750000,0.00189293936199339624070119298
CEYLON PRINTERS PLC,CPRT.N0000,74.9,600170,44952733,0.00174549328666419464556809150
ENTRUST SECURITIES PLC,ESL.N0000,0,33000014,,0
ORIENT GARMENTS PLC,OGL.N0000,0,54916656,,0
TRADE FINANCE & INVESTMENTS PLC,TFIL.N0000,0,56800400,,0
BRAC LANKA FINANCE PLC,NIFL.N0000,0,105752566,,0
PC PHARMA PLC,PCP.N0000,0,101000020,,0
VANIK INCORPORATION PLC,VANI.N0000,0,65481650,,0
EQUITY ONE PLC,EQIT.N0000,0,40321730,,0
TOUCHWOOD INVESTMENTS PLC,TWOD.N0000,0,106905600,,0
PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0,67976891,,0
PC HOUSE PLC,PCH.N0000,0,343400001,,0
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,0,300000000,,0
HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0,2046645686,,0
MIRAMAR BEACH HOTEL PLC,MIRA.N0000,0,2750000,,0
KOTMALE HOLDINGS PLC,LAMB.N0000,0,31400000,,0
METROPOLITAN RESOURCE HOLDINGS PLC,MPRH.N0000,0,17264802,,0
