NAME,SYMBOL,PRICE,QUANTITY,MARKET_CAP,MARKET_CAP_PERCENTAGE
CENTRAL INVESTMENTS & FINANCE PLC,CIFL.N0000,1.7,83426733,141825446.1,0.00557823292802538459012473222
CITY HOUSING & REAL ESTATE CO. PLC,CHOU.N0000,9.3,13379850,124432605,0.00489414328400251801271138540
OFFICE EQUIPMENT PLC,OFEQ.N0000,83,833560,69185480,0.00272118109471782359549639984
HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,38.4,1800000,69120000,0.00271860565637321540474549222
RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,27.5,2400000,66000000,0.00259589081771747998717017486
PARAGON CEYLON PLC,PARA.N0000,56.8,1000280,56815904,0.00223466490142299760716639222
KALAMAZOO SYSTEMS PLC,KZOO.N0000,975,50000,48750000,0.00191741935399586589961433370
CEYLON PRINTERS PLC,CPRT.N0000,72,600170,43212240,0.00169960995498490905152718965
ENTRUST SECURITIES PLC,ESL.N0000,0,33000014,,0
ORIENT GARMENTS PLC,OGL.N0000,0,54916656,,0
TRADE FINANCE & INVESTMENTS PLC,TFIL.N0000,0,56800400,,0
BRAC LANKA FINANCE PLC,NIFL.N0000,0,105752566,,0
PC PHARMA PLC,PCP.N0000,0,101000020,,0
VANIK INCORPORATION PLC,VANI.N0000,0,65481650,,0
EQUITY ONE PLC,EQIT.N0000,0,40321730,,0
TOUCHWOOD INVESTMENTS PLC,TWOD.N0000,0,106905600,,0
PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,0,67976891,,0
PC HOUSE PLC,PCH.N0000,0,343400001,,0
DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,0,300000000,,0
HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,0,2046645686,,0
MIRAMAR BEACH HOTEL PLC,MIRA.N0000,0,2750000,,0
KOTMALE HOLDINGS PLC,LAMB.N0000,0,31400000,,0
METROPOLITAN RESOURCE HOLDINGS PLC,MPRH.N0000,0,17264802,,0
